placa,alert_type,severity,details,triggered_at,code,diagnostic_id
A05159A,consumption,medium,Consumo cayó 74% y sólo registra 767 L en 30d,2025-07-31T00:00:00,,
A05164A,inactivity,medium,Actividad cayó 68% vs promedio de 14d,2025-07-31T00:00:00,,
A05164A,consumption,medium,"Consumo cayó 68% y sólo registra 1,320 L en 30d",2025-07-31T00:00:00,,
A05165A,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2025-07-31T00:00:00,,
A05165A,consumption,medium,Consumo cayó 76% y sólo registra 833 L en 30d,2025-07-31T00:00:00,,
A05166A,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-07-31T00:00:00,,
A05166A,consumption,medium,"Consumo cayó 75% y sólo registra 1,031 L en 30d",2025-07-31T00:00:00,,
A05169A,inactivity,medium,Actividad cayó 72% vs promedio de 14d,2025-07-31T00:00:00,,
A05169A,consumption,medium,Consumo cayó 72% y sólo registra 992 L en 30d,2025-07-31T00:00:00,,
A05176A,inactivity,medium,Actividad cayó 71% vs promedio de 14d,2025-07-31T00:00:00,,
A05176A,consumption,medium,"Consumo cayó 71% y sólo registra 1,197 L en 30d",2025-07-31T00:00:00,,
A05188A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A05188A,consumption,medium,"Consumo cayó 70% y sólo registra 1,332 L en 30d",2025-07-31T00:00:00,,
A05197A,inactivity,medium,Actividad cayó 66% vs promedio de 14d,2025-07-31T00:00:00,,
A05197A,consumption,medium,"Consumo cayó 66% y sólo registra 1,267 L en 30d",2025-07-31T00:00:00,,
A05206A,inactivity,medium,Actividad cayó 80% vs promedio de 14d,2025-07-31T00:00:00,,
A05206A,consumption,medium,Consumo cayó 80% y sólo registra 825 L en 30d,2025-07-31T00:00:00,,
A05207A,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-07-31T00:00:00,,
A05207A,consumption,medium,"Consumo cayó 75% y sólo registra 1,018 L en 30d",2025-07-31T00:00:00,,
A05211A,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2025-07-31T00:00:00,,
A05211A,consumption,medium,"Consumo cayó 76% y sólo registra 1,181 L en 30d",2025-07-31T00:00:00,,
A05214A,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-07-31T00:00:00,,
A05214A,consumption,medium,"Consumo cayó 75% y sólo registra 1,039 L en 30d",2025-07-31T00:00:00,,
A05219A,inactivity,medium,Actividad cayó 65% vs promedio de 14d,2025-07-31T00:00:00,,
A05219A,consumption,medium,"Consumo cayó 65% y sólo registra 1,337 L en 30d",2025-07-31T00:00:00,,
A05220A,inactivity,medium,Actividad cayó 73% vs promedio de 14d,2025-07-31T00:00:00,,
A05220A,consumption,medium,Consumo cayó 73% y sólo registra 865 L en 30d,2025-07-31T00:00:00,,
A05225A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
A05225A,consumption,medium,Consumo cayó 74% y sólo registra 908 L en 30d,2025-07-31T00:00:00,,
A05226A,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2025-07-31T00:00:00,,
A05226A,consumption,medium,Consumo cayó 76% y sólo registra 904 L en 30d,2025-07-31T00:00:00,,
A05228A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
A05228A,consumption,medium,"Consumo cayó 74% y sólo registra 1,140 L en 30d",2025-07-31T00:00:00,,
A05229A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A05229A,consumption,medium,Consumo cayó 70% y sólo registra 991 L en 30d,2025-07-31T00:00:00,,
A05234A,inactivity,medium,Actividad cayó 73% vs promedio de 14d,2025-07-31T00:00:00,,
A05234A,consumption,medium,"Consumo cayó 73% y sólo registra 1,316 L en 30d",2025-07-31T00:00:00,,
A05247A,inactivity,medium,Actividad cayó 78% vs promedio de 14d,2025-07-31T00:00:00,,
A05247A,consumption,medium,Consumo cayó 78% y sólo registra 340 L en 30d,2025-07-31T00:00:00,,
A05253A,inactivity,medium,Actividad cayó 82% vs promedio de 14d,2025-07-31T00:00:00,,
A05253A,consumption,medium,Consumo cayó 82% y sólo registra 513 L en 30d,2025-07-31T00:00:00,,
A05255A,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2025-07-31T00:00:00,,
A05255A,consumption,medium,"Consumo cayó 76% y sólo registra 1,181 L en 30d",2025-07-31T00:00:00,,
A05258A,inactivity,medium,Actividad cayó 72% vs promedio de 14d,2025-07-31T00:00:00,,
A05258A,consumption,medium,"Consumo cayó 72% y sólo registra 1,223 L en 30d",2025-07-31T00:00:00,,
A05274A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A05274A,consumption,medium,"Consumo cayó 70% y sólo registra 1,218 L en 30d",2025-07-31T00:00:00,,
A05290A,inactivity,medium,Actividad cayó 78% vs promedio de 14d,2025-07-31T00:00:00,,
A05290A,consumption,medium,"Consumo cayó 78% y sólo registra 1,048 L en 30d",2025-07-31T00:00:00,,
A05292A,inactivity,medium,Actividad cayó 72% vs promedio de 14d,2025-07-31T00:00:00,,
A05292A,consumption,medium,"Consumo cayó 72% y sólo registra 1,167 L en 30d",2025-07-31T00:00:00,,
A05296A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
A05296A,consumption,medium,Consumo cayó 74% y sólo registra 538 L en 30d,2025-07-31T00:00:00,,
A05354A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A05354A,consumption,medium,Consumo cayó 70% y sólo registra 988 L en 30d,2025-07-31T00:00:00,,
A05355A,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2025-07-31T00:00:00,,
A05355A,consumption,medium,Consumo cayó 76% y sólo registra 835 L en 30d,2025-07-31T00:00:00,,
A05356A,inactivity,medium,Actividad cayó 80% vs promedio de 14d,2025-07-31T00:00:00,,
A05356A,consumption,medium,Consumo cayó 80% y sólo registra 771 L en 30d,2025-07-31T00:00:00,,
A05366E,inactivity,medium,Actividad cayó 64% vs promedio de 14d,2025-07-31T00:00:00,,
A05366E,consumption,medium,Consumo cayó 64% y sólo registra 939 L en 30d,2025-07-31T00:00:00,,
A05408A,inactivity,medium,Actividad cayó 69% vs promedio de 14d,2025-07-31T00:00:00,,
A05408A,consumption,medium,Consumo cayó 69% y sólo registra 912 L en 30d,2025-07-31T00:00:00,,
A05409A,inactivity,medium,Actividad cayó 68% vs promedio de 14d,2025-07-31T00:00:00,,
A05409A,consumption,medium,Consumo cayó 68% y sólo registra 965 L en 30d,2025-07-31T00:00:00,,
A05410A,inactivity,medium,Actividad cayó 67% vs promedio de 14d,2025-07-31T00:00:00,,
A05410A,consumption,medium,"Consumo cayó 67% y sólo registra 1,192 L en 30d",2025-07-31T00:00:00,,
A05501A,inactivity,medium,Actividad cayó 67% vs promedio de 14d,2025-07-31T00:00:00,,
A05501A,consumption,medium,"Consumo cayó 67% y sólo registra 1,261 L en 30d",2025-07-31T00:00:00,,
A05502A,inactivity,medium,Actividad cayó 59% vs promedio de 14d,2025-07-31T00:00:00,,
A05502A,consumption,medium,"Consumo cayó 59% y sólo registra 1,384 L en 30d",2025-07-31T00:00:00,,
A05503A,inactivity,medium,Actividad cayó 73% vs promedio de 14d,2025-07-31T00:00:00,,
A05503A,consumption,medium,Consumo cayó 73% y sólo registra 885 L en 30d,2025-07-31T00:00:00,,
A05504A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A05504A,consumption,medium,"Consumo cayó 70% y sólo registra 1,019 L en 30d",2025-07-31T00:00:00,,
A05505A,inactivity,medium,Actividad cayó 77% vs promedio de 14d,2025-07-31T00:00:00,,
A05505A,consumption,medium,Consumo cayó 77% y sólo registra 909 L en 30d,2025-07-31T00:00:00,,
A05506A,inactivity,medium,Actividad cayó 73% vs promedio de 14d,2025-07-31T00:00:00,,
A05506A,consumption,medium,Consumo cayó 73% y sólo registra 779 L en 30d,2025-07-31T00:00:00,,
A05507A,inactivity,medium,Actividad cayó 72% vs promedio de 14d,2025-07-31T00:00:00,,
A05507A,consumption,medium,"Consumo cayó 72% y sólo registra 1,283 L en 30d",2025-07-31T00:00:00,,
A05508A,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-07-31T00:00:00,,
A05508A,consumption,medium,Consumo cayó 75% y sólo registra 961 L en 30d,2025-07-31T00:00:00,,
A05509A,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-07-31T00:00:00,,
A0576E,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-07-31T00:00:00,,
A0576E,consumption,medium,Consumo cayó 87% y sólo registra 328 L en 30d,2025-07-31T00:00:00,,
A0623N,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-07-31T00:00:00,,
A0646E,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-07-31T00:00:00,,
A0646E,consumption,medium,Consumo cayó 88% y sólo registra 312 L en 30d,2025-07-31T00:00:00,,
A0689J,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-07-31T00:00:00,,
A0689J,consumption,medium,Consumo cayó 88% y sólo registra 402 L en 30d,2025-07-31T00:00:00,,
A1024C,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-07-31T00:00:00,,
A1024C,consumption,medium,Consumo cayó 88% y sólo registra 243 L en 30d,2025-07-31T00:00:00,,
A1155G,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-07-31T00:00:00,,
A1155G,consumption,medium,Consumo cayó 90% y sólo registra 300 L en 30d,2025-07-31T00:00:00,,
A154JMF,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-07-31T00:00:00,,
A154JMF,consumption,medium,Consumo cayó 88% y sólo registra 373 L en 30d,2025-07-31T00:00:00,,
A1776H,inactivity,medium,Actividad cayó 84% vs promedio de 14d,2025-07-31T00:00:00,,
A1776H,consumption,medium,Consumo cayó 84% y sólo registra 429 L en 30d,2025-07-31T00:00:00,,
A2000N,inactivity,medium,Actividad cayó 85% vs promedio de 14d,2025-07-31T00:00:00,,
A23232E,inactivity,medium,Actividad cayó 63% vs promedio de 14d,2025-07-31T00:00:00,,
A23232E,consumption,medium,Consumo cayó 63% y sólo registra 579 L en 30d,2025-07-31T00:00:00,,
A23443E,inactivity,medium,Actividad cayó 77% vs promedio de 14d,2025-07-31T00:00:00,,
A23443E,consumption,medium,Consumo cayó 77% y sólo registra 498 L en 30d,2025-07-31T00:00:00,,
A24207E,inactivity,medium,Actividad cayó 69% vs promedio de 14d,2025-07-31T00:00:00,,
A24207E,consumption,medium,Consumo cayó 69% y sólo registra 693 L en 30d,2025-07-31T00:00:00,,
A24761E,inactivity,medium,Actividad cayó 56% vs promedio de 14d,2025-07-31T00:00:00,,
A24761E,consumption,medium,"Consumo cayó 56% y sólo registra 1,285 L en 30d",2025-07-31T00:00:00,,
A25096E,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2025-07-31T00:00:00,,
A25096E,consumption,medium,Consumo cayó 76% y sólo registra 459 L en 30d,2025-07-31T00:00:00,,
A2525C,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-07-31T00:00:00,,
A2525C,consumption,medium,Consumo cayó 90% y sólo registra 304 L en 30d,2025-07-31T00:00:00,,
A25924E,inactivity,medium,Actividad cayó 63% vs promedio de 14d,2025-07-31T00:00:00,,
A26082E,inactivity,medium,Actividad cayó 71% vs promedio de 14d,2025-07-31T00:00:00,,
A26082E,consumption,medium,Consumo cayó 71% y sólo registra 631 L en 30d,2025-07-31T00:00:00,,
A266JME,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-07-31T00:00:00,,
A266JME,consumption,medium,Consumo cayó 86% y sólo registra 502 L en 30d,2025-07-31T00:00:00,,
A2862L,inactivity,medium,Actividad cayó 83% vs promedio de 14d,2025-07-31T00:00:00,,
A2862L,consumption,medium,Consumo cayó 83% y sólo registra 258 L en 30d,2025-07-31T00:00:00,,
A2961J,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-07-31T00:00:00,,
A2961J,consumption,medium,Consumo cayó 86% y sólo registra 278 L en 30d,2025-07-31T00:00:00,,
A346JMC,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-07-31T00:00:00,,
A399JMB,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-07-31T00:00:00,,
A4223B,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-07-31T00:00:00,,
A4250B,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-07-31T00:00:00,,
A5272H,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-07-31T00:00:00,,
A5376K,inactivity,medium,Actividad cayó 91% vs promedio de 14d,2025-07-31T00:00:00,,
A5376K,consumption,medium,Consumo cayó 91% y sólo registra 266 L en 30d,2025-07-31T00:00:00,,
A555JMA,inactivity,medium,Actividad cayó 78% vs promedio de 14d,2025-07-31T00:00:00,,
A555JMA,consumption,medium,Consumo cayó 78% y sólo registra 338 L en 30d,2025-07-31T00:00:00,,
A5709B,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-07-31T00:00:00,,
A5709B,consumption,medium,Consumo cayó 89% y sólo registra 284 L en 30d,2025-07-31T00:00:00,,
A596JLA,inactivity,medium,Actividad cayó 82% vs promedio de 14d,2025-07-31T00:00:00,,
A596JLA,consumption,medium,Consumo cayó 82% y sólo registra 451 L en 30d,2025-07-31T00:00:00,,
A6317D,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-07-31T00:00:00,,
A6617J,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-07-31T00:00:00,,
A6617J,consumption,medium,Consumo cayó 88% y sólo registra 326 L en 30d,2025-07-31T00:00:00,,
A674JMD,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-07-31T00:00:00,,
A674JMD,consumption,medium,Consumo cayó 87% y sólo registra 319 L en 30d,2025-07-31T00:00:00,,
A6867C,inactivity,medium,Actividad cayó 83% vs promedio de 14d,2025-07-31T00:00:00,,
A6867C,consumption,medium,Consumo cayó 83% y sólo registra 436 L en 30d,2025-07-31T00:00:00,,
A7138G,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-07-31T00:00:00,,
A7138G,consumption,medium,Consumo cayó 89% y sólo registra 368 L en 30d,2025-07-31T00:00:00,,
A728JMF,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-07-31T00:00:00,,
A728JMF,consumption,medium,Consumo cayó 88% y sólo registra 406 L en 30d,2025-07-31T00:00:00,,
A77157D,inactivity,medium,Actividad cayó 69% vs promedio de 14d,2025-07-31T00:00:00,,
A77157D,consumption,medium,Consumo cayó 69% y sólo registra 797 L en 30d,2025-07-31T00:00:00,,
A77364D,inactivity,medium,Actividad cayó 58% vs promedio de 14d,2025-07-31T00:00:00,,
A77364D,consumption,medium,Consumo cayó 58% y sólo registra 705 L en 30d,2025-07-31T00:00:00,,
A7738C,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-07-31T00:00:00,,
A7738C,consumption,medium,Consumo cayó 86% y sólo registra 373 L en 30d,2025-07-31T00:00:00,,
A77404D,inactivity,medium,Actividad cayó 63% vs promedio de 14d,2025-07-31T00:00:00,,
A77404D,consumption,medium,Consumo cayó 63% y sólo registra 989 L en 30d,2025-07-31T00:00:00,,
A77407D,inactivity,medium,Actividad cayó 61% vs promedio de 14d,2025-07-31T00:00:00,,
A77407D,consumption,medium,Consumo cayó 61% y sólo registra 745 L en 30d,2025-07-31T00:00:00,,
A7742G,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-07-31T00:00:00,,
A77507D,inactivity,medium,Actividad cayó 49% vs promedio de 14d,2025-07-31T00:00:00,,
A77507D,consumption,medium,"Consumo cayó 49% y sólo registra 1,436 L en 30d",2025-07-31T00:00:00,,
A77525D,inactivity,medium,Actividad cayó 63% vs promedio de 14d,2025-07-31T00:00:00,,
A77525D,consumption,medium,"Consumo cayó 63% y sólo registra 1,826 L en 30d",2025-07-31T00:00:00,,
A77526D,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-07-31T00:00:00,,
A83338D,inactivity,medium,Actividad cayó 57% vs promedio de 14d,2025-07-31T00:00:00,,
A83338D,consumption,medium,Consumo cayó 57% y sólo registra 984 L en 30d,2025-07-31T00:00:00,,
A83496D,inactivity,medium,Actividad cayó 61% vs promedio de 14d,2025-07-31T00:00:00,,
A83496D,consumption,medium,Consumo cayó 61% y sólo registra 825 L en 30d,2025-07-31T00:00:00,,
A84113D,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-07-31T00:00:00,,
A84113D,consumption,medium,Consumo cayó 75% y sólo registra 465 L en 30d,2025-07-31T00:00:00,,
A84209D,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A84209D,consumption,medium,Consumo cayó 70% y sólo registra 585 L en 30d,2025-07-31T00:00:00,,
A8446C,inactivity,medium,Actividad cayó 93% vs promedio de 14d,2025-07-31T00:00:00,,
A84663D,inactivity,medium,Actividad cayó 48% vs promedio de 14d,2025-07-31T00:00:00,,
A84663D,consumption,medium,"Consumo cayó 48% y sólo registra 1,131 L en 30d",2025-07-31T00:00:00,,
A84782D,inactivity,medium,Actividad cayó 68% vs promedio de 14d,2025-07-31T00:00:00,,
A84782D,consumption,medium,Consumo cayó 68% y sólo registra 961 L en 30d,2025-07-31T00:00:00,,
A85439D,inactivity,medium,Actividad cayó 66% vs promedio de 14d,2025-07-31T00:00:00,,
A85439D,consumption,medium,Consumo cayó 66% y sólo registra 921 L en 30d,2025-07-31T00:00:00,,
A85444D,inactivity,medium,Actividad cayó 69% vs promedio de 14d,2025-07-31T00:00:00,,
A85444D,consumption,medium,Consumo cayó 69% y sólo registra 390 L en 30d,2025-07-31T00:00:00,,
A85470D,inactivity,medium,Actividad cayó 59% vs promedio de 14d,2025-07-31T00:00:00,,
A85470D,consumption,medium,"Consumo cayó 59% y sólo registra 1,320 L en 30d",2025-07-31T00:00:00,,
A85595D,inactivity,medium,Actividad cayó 54% vs promedio de 14d,2025-07-31T00:00:00,,
A85595D,consumption,medium,"Consumo cayó 54% y sólo registra 1,417 L en 30d",2025-07-31T00:00:00,,
A85597D,inactivity,medium,Actividad cayó 58% vs promedio de 14d,2025-07-31T00:00:00,,
A85597D,consumption,medium,"Consumo cayó 58% y sólo registra 1,287 L en 30d",2025-07-31T00:00:00,,
A85853D,inactivity,medium,Actividad cayó 67% vs promedio de 14d,2025-07-31T00:00:00,,
A85853D,consumption,medium,Consumo cayó 67% y sólo registra 265 L en 30d,2025-07-31T00:00:00,,
A8691L,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-07-31T00:00:00,,
A929JMF,inactivity,medium,Actividad cayó 85% vs promedio de 14d,2025-07-31T00:00:00,,
A929JMF,consumption,medium,Consumo cayó 85% y sólo registra 444 L en 30d,2025-07-31T00:00:00,,
A9341M,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-07-31T00:00:00,,
A9425H,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-07-31T00:00:00,,
A9425H,consumption,medium,Consumo cayó 87% y sólo registra 283 L en 30d,2025-07-31T00:00:00,,
A9588H,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-07-31T00:00:00,,
A9588H,consumption,medium,Consumo cayó 86% y sólo registra 262 L en 30d,2025-07-31T00:00:00,,
A988JMJ,inactivity,medium,Actividad cayó 85% vs promedio de 14d,2025-07-31T00:00:00,,
A988JMJ,consumption,medium,Consumo cayó 85% y sólo registra 492 L en 30d,2025-07-31T00:00:00,,
A9926G,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-07-31T00:00:00,,
A996JMF,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-07-31T00:00:00,,
A996JMF,consumption,medium,Consumo cayó 88% y sólo registra 447 L en 30d,2025-07-31T00:00:00,,
CR5847,consumption,medium,"Consumo cayó 0% y sólo registra 5,872 L en 30d",2025-07-31T00:00:00,,
D43AFF,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-07-31T00:00:00,,
D43AFF,consumption,medium,Consumo cayó 88% y sólo registra 260 L en 30d,2025-07-31T00:00:00,,
ECA102,inactivity,medium,Actividad cayó 80% vs promedio de 14d,2025-07-31T00:00:00,,
ECA312,inactivity,medium,Actividad cayó 69% vs promedio de 14d,2025-07-31T00:00:00,,
ECA312,consumption,medium,Consumo cayó 69% y sólo registra 922 L en 30d,2025-07-31T00:00:00,,
ECA417,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-07-31T00:00:00,,
G60APY,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-07-31T00:00:00,,
G60APY,consumption,medium,Consumo cayó 87% y sólo registra 204 L en 30d,2025-07-31T00:00:00,,
GOLDEN02,consumption,medium,"Consumo cayó 0% y sólo registra 4,731 L en 30d",2025-07-31T00:00:00,,
GOLDEN05,consumption,medium,"Consumo cayó 14% y sólo registra 2,981 L en 30d",2025-07-31T00:00:00,,
H34AEZ,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-07-31T00:00:00,,
